com.samsung.health.hrv,6302031,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62980011,2025-05-24 13:00:00.000,,e8a3a3c9-e0cd-43d0-9c47-e68cb0e4626a.binning_data.json,62980011,2025-05-24 14:14:43.230,2025-05-24 14:14:43.230,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 14:00:00.000,e8a3a3c9-e0cd-43d0-9c47-e68cb0e4626a,
62980011,2025-05-24 14:00:00.000,,26f1b210-9737-4732-b79f-b8970eb1b299.binning_data.json,62980011,2025-05-24 15:15:01.266,2025-05-24 15:15:01.266,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 15:00:00.000,26f1b210-9737-4732-b79f-b8970eb1b299,
62980011,2025-05-24 15:00:00.000,,a8063dfe-f06f-42d8-aa6b-b2757768c3b2.binning_data.json,62980011,2025-05-24 15:31:18.235,2025-05-24 15:31:18.235,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-24 15:31:18.209,a8063dfe-f06f-42d8-aa6b-b2757768c3b2,
62980011,2025-05-25 07:00:00.000,,376ae8da-26a1-4421-9edd-93e60be6d627.binning_data.json,62980011,2025-05-25 08:09:23.266,2025-05-25 08:09:23.266,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 08:00:00.000,376ae8da-26a1-4421-9edd-93e60be6d627,
62980011,2025-05-25 08:00:00.000,,44210a11-8cef-4a46-bc1b-b94c8b30dadf.binning_data.json,62980011,2025-05-25 09:19:47.289,2025-05-25 09:19:47.289,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 09:00:00.000,44210a11-8cef-4a46-bc1b-b94c8b30dadf,
62980011,2025-05-25 09:00:00.000,,9d2761da-4703-4de4-9d6b-a2a8c4bfc782.binning_data.json,62980011,2025-05-25 10:10:12.218,2025-05-25 10:10:12.218,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 10:00:00.000,9d2761da-4703-4de4-9d6b-a2a8c4bfc782,
62980011,2025-05-25 10:00:00.000,,63c4b87f-34fc-4b64-a9bf-047602d13e87.binning_data.json,62980011,2025-05-25 11:15:01.321,2025-05-25 11:15:01.321,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 11:00:00.000,63c4b87f-34fc-4b64-a9bf-047602d13e87,
62980011,2025-05-25 11:00:00.000,,b4f4251b-20fe-4c74-a80a-1b5c2825e272.binning_data.json,62980011,2025-05-25 12:15:02.191,2025-05-25 12:15:02.191,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 12:00:00.000,b4f4251b-20fe-4c74-a80a-1b5c2825e272,
62980011,2025-05-25 12:00:00.000,,91d99b5b-9b67-4449-a480-60d67892663b.binning_data.json,62980011,2025-05-25 13:15:01.612,2025-05-25 13:15:01.612,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 13:00:00.000,91d99b5b-9b67-4449-a480-60d67892663b,
62980011,2025-05-25 13:00:00.000,,076bdaae-ae66-4350-b6a8-9fcf2fa248a0.binning_data.json,62980011,2025-05-25 14:15:02.169,2025-05-25 13:25:10.066,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 14:00:00.000,076bdaae-ae66-4350-b6a8-9fcf2fa248a0,
62980011,2025-05-25 14:00:00.000,,eb60d03c-67eb-4c94-b425-3f288a34510d.binning_data.json,62980011,2025-05-25 15:15:01.189,2025-05-25 15:15:01.189,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 15:00:00.000,eb60d03c-67eb-4c94-b425-3f288a34510d,
62980011,2025-05-25 15:00:00.000,,c62196bf-7789-4bc2-873a-6220b27d19e5.binning_data.json,62980011,2025-05-25 16:06:31.339,2025-05-25 16:06:31.339,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-25 16:00:00.000,c62196bf-7789-4bc2-873a-6220b27d19e5,
62980011,2025-05-26 07:00:00.000,,cf404cf7-905d-490f-baed-ccbd9da279d3.binning_data.json,62980011,2025-05-26 08:15:01.210,2025-05-26 08:15:01.210,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-26 08:00:00.000,cf404cf7-905d-490f-baed-ccbd9da279d3,
62980011,2025-05-26 08:00:00.000,,834760fc-c198-47fd-ae9e-30b2aa4b2f4b.binning_data.json,62980011,2025-05-26 09:15:00.306,2025-05-26 09:15:00.306,UTC-0700,uAWUqdMJDI,,com.sec.android.app.shealth,2025-05-26 09:00:00.000,834760fc-c198-47fd-ae9e-30b2aa4b2f4b,
